CustomerKey,GeographyKey,City,Country,Title,full name,BirthDate,Gender,EmailAddress,DateFirstPurchase
11089,337,Long Beach,United States,NULL,AbigailPrice,1962-08-05,Female,abigail25@adventure-works.com,2020-12-29
11090,338,Los Angeles,United States,NULL,TrevorBryant,1968-12-13,Male,trevor18@adventure-works.com,2019-08-07
11091,50,Haney,Canada,NULL,DaltonPerez,1962-10-02,Male,dalton37@adventure-works.com,2021-01-29
11092,22,East Brisbane,Australia,NULL,CherylDiaz,1972-11-02,Female,cheryl4@adventure-works.com,2019-04-08
11093,19,Wollongong,Australia,NULL,AimeeHe,1978-09-06,Female,aimee13@adventure-works.com,2019-04-07
11094,33,Cranbourne,Australia,NULL,CedricMa,1967-09-29,Male,cedric15@adventure-works.com,2021-04-07
11095,13,Port Macquarie,Australia,NULL,ChadKumar,1968-02-29,Male,chad9@adventure-works.com,2019-04-01
11096,12,North Sydney,Australia,NULL,AndrésAnand,1968-02-07,Male,andrés18@adventure-works.com,2019-04-11
11097,40,Warrnambool,Australia,NULL,EdwinNara,1972-10-23,Male,edwin39@adventure-works.com,2019-04-04
11098,14,Rhodes,Australia,NULL,MalloryRubio,1966-10-29,Female,mallory7@adventure-works.com,2021-02-11
11099,13,Port Macquarie,Australia,NULL,AdamRoss,1966-09-05,Male,adam2@adventure-works.com,2019-04-07
11100,28,Cloverdale,Australia,NULL,LatashaNavarro,1966-03-15,Female,latasha10@adventure-works.com,2019-04-16
11101,33,Cranbourne,Australia,NULL,AbbySai,1970-11-05,Female,abby4@adventure-works.com,2019-04-29
11102,18,Sydney,Australia,NULL,JuliaNelson,1970-10-19,Female,julia7@adventure-works.com,2021-07-16
11103,3,Darlinghurst,Australia,NULL,CassieChande,1981-04-12,Female,cassie13@adventure-works.com,2019-04-15
11104,23,Gold Coast,Australia,NULL,EdgarSara,1975-03-08,Male,edgar11@adventure-works.com,2019-05-04
11105,8,Matraville,Australia,NULL,CandaceFernandez,1970-06-27,Female,candace15@adventure-works.com,2019-05-14
11106,40,Warrnambool,Australia,NULL,JessieLiu,1970-03-11,Male,jessie9@adventure-works.com,2019-05-18
11107,17,St. Leonards,Australia,NULL,BiancaLin,1976-03-04,Female,bianca7@adventure-works.com,2019-05-01
11108,13,Port Macquarie,Australia,NULL,KariAlvarez,1969-01-10,Female,kari25@adventure-works.com,2019-05-03
11109,38,South Melbourne,Australia,NULL,RubenKapoor,1980-04-30,Male,ruben1@adventure-works.com,2019-05-10
11110,3,Darlinghurst,Australia,NULL,CurtisYang,1967-12-04,Male,curtis5@adventure-works.com,2019-05-01
11111,34,Geelong,Australia,NULL,MeredithGutierrez,1967-08-23,Female,meredith34@adventure-works.com,2019-05-20
11112,25,Hervey Bay,Australia,NULL,CrystalWang,1968-03-08,Female,crystal3@adventure-works.com,2019-05-25
11113,30,Perth,Australia,NULL,MichealBlanco,1973-02-17,Male,micheal11@adventure-works.com,2021-02-01
11114,14,Rhodes,Australia,NULL,LeslieMoreno,1967-11-25,Female,leslie7@adventure-works.com,2021-03-18
11115,17,St. Leonards,Australia,NULL,AlvinCai,1967-08-12,Male,alvin20@adventure-works.com,2021-02-10
11116,18,Sydney,Australia,NULL,ClintonCarlson,1979-04-02,Male,clinton14@adventure-works.com,2021-03-15
11117,8,Matraville,Australia,NULL,AprilDeng,1966-08-21,Female,april1@adventure-works.com,2019-05-06
11118,6,Lavender Bay,Australia,NULL,AlvinZeng,1962-12-31,Male,alvin21@adventure-works.com,2021-07-10
11119,13,Port Macquarie,Australia,NULL,EvanJames,1940-10-07,Male,evan8@adventure-works.com,2021-02-03
11120,18,Sydney,Australia,NULL,BethJiménez,1942-02-06,Female,beth8@adventure-works.com,2019-05-14
11121,10,Newcastle,Australia,NULL,OrlandoSuarez,1966-05-18,Male,orlando19@adventure-works.com,2021-06-24
11122,12,North Sydney,Australia,NULL,ByronVazquez,1965-09-30,Male,byron9@adventure-works.com,2021-02-21
11123,39,Sunbury,Australia,NULL,PhilipAlvarez,1965-12-18,Male,philip4@adventure-works.com,2021-04-17
11124,40,Warrnambool,Australia,NULL,RossJordan,1968-07-23,Male,ross1@adventure-works.com,2019-05-05
11125,37,Seaford,Australia,NULL,DanaNavarro,1961-10-06,Female,dana2@adventure-works.com,2021-01-31
11126,11,North Ryde,Australia,NULL,ShaunCarson,1954-10-05,Male,shaun16@adventure-works.com,2019-05-28
11127,361,San Gabriel,United States,NULL,JanEdwards,1981-04-19,Female,jan11@adventure-works.com,2021-04-10
11128,635,Renton,United States,NULL,SamanthaLong,1981-06-03,Female,samantha35@adventure-works.com,2021-06-19
11129,638,Sedro Woolley,United States,NULL,JuliaWright,1981-02-01,Female,julia17@adventure-works.com,2019-08-06
11130,543,Lebanon,United States,NULL,CarolineRussell,1985-07-05,Female,caroline21@adventure-works.com,2021-12-09
11131,50,Haney,Canada,NULL,AmandaRivera,1985-09-09,Female,amanda7@adventure-works.com,2021-10-18
11132,51,Langford,Canada,NULL,MelissaRichardson,1986-04-25,Female,melissa31@adventure-works.com,2021-04-09
11133,542,Lake Oswego,United States,NULL,AngelaGriffin,1986-03-08,Female,angela23@adventure-works.com,2021-12-30
11134,30,Perth,Australia,NULL,LarryTownsend,1957-02-22,Male,larry14@adventure-works.com,2019-05-03
11135,302,Burlingame,United States,NULL,MarcusHarris,1985-05-02,Male,marcus14@adventure-works.com,2021-04-18
11136,53,Metchosin,Canada,NULL,BriannaMorgan,1984-04-24,Female,brianna30@adventure-works.com,2021-01-03
11137,641,Spokane,United States,NULL,JasmineTaylor,1984-01-17,Female,jasmine7@adventure-works.com,2021-07-31
11138,325,Glendale,United States,NULL,LaurenDavis,1984-03-14,Female,lauren23@adventure-works.com,2021-09-19
11139,28,Cloverdale,Australia,NULL,TanyaMoreno,1949-11-05,Female,tanya2@adventure-works.com,2021-09-14
11140,301,Burbank,United States,NULL,JavierAlvarez,1982-08-11,Male,javier1@adventure-works.com,2021-03-19
11141,314,Daly City,United States,NULL,NicoleRamirez,1982-12-19,Female,nicole42@adventure-works.com,2021-05-16
11142,51,Langford,Canada,NULL,EduardoPatterson,1983-02-11,Male,eduardo55@adventure-works.com,2021-02-13
11143,334,Lakewood,United States,NULL,JonathanHenderson,1982-08-04,Male,jonathan4@adventure-works.com,2021-06-15
11144,607,Ballard,United States,NULL,EdwardHernandez,1985-03-08,Male,edward48@adventure-works.com,2021-01-25
11145,536,Beaverton,United States,NULL,JasmineColeman,1985-06-06,Female,jasmine46@adventure-works.com,2021-01-25
11146,8,Matraville,Australia,NULL,KarlaGoel,1945-02-22,Female,karla20@adventure-works.com,2021-02-05
11147,40,Warrnambool,Australia,NULL,ErnestWu,1944-08-04,Male,ernest6@adventure-works.com,2019-05-13
11148,22,East Brisbane,Australia,NULL,RossVazquez,1947-02-13,Male,ross32@adventure-works.com,2021-03-07
11149,25,Hervey Bay,Australia,NULL,TheodoreGill,1946-10-18,Male,theodore14@adventure-works.com,2021-06-04
11150,39,Sunbury,Australia,NULL,RussellShen,1946-09-12,Male,russell6@adventure-works.com,2021-03-27
11151,18,Sydney,Australia,NULL,MelindaGill,1947-08-25,Female,melinda9@adventure-works.com,2019-05-15
11152,633,Puyallup,United States,NULL,JamesWilliams,1981-07-09,Male,james77@adventure-works.com,2021-01-09
11153,635,Renton,United States,NULL,AngelaJames,1981-12-21,Female,angela34@adventure-works.com,2021-03-29
11154,553,Woodburn,United States,NULL,MeganWalker,1982-02-18,Female,megan25@adventure-works.com,2021-01-10
11155,301,Burbank,United States,NULL,HunterRobinson,1981-07-25,Male,hunter50@adventure-works.com,2021-01-06
11156,334,Lakewood,United States,NULL,MariaRoberts,1981-08-06,Female,maria47@adventure-works.com,2021-01-08
11157,642,Tacoma,United States,NULL,HannahLong,1980-12-08,Female,hannah32@adventure-works.com,2021-07-24
11158,361,San Gabriel,United States,NULL,JasonWright,1981-04-06,Male,jason46@adventure-works.com,2021-01-19
11159,385,Woodland Hills,United States,NULL,BriannaHughes,1981-03-16,Female,brianna57@adventure-works.com,2021-09-08
11160,311,Concord,United States,NULL,MauriceTang,1979-07-08,Male,maurice4@adventure-works.com,2021-02-21
11161,311,Concord,United States,NULL,EmilyWood,1979-10-20,Female,emily27@adventure-works.com,2021-06-01
11162,331,La Jolla,United States,NULL,ChaseCox,1979-09-02,Male,chase10@adventure-works.com,2021-02-18
11163,372,Spring Valley,United States,NULL,GabrielWang,1980-06-18,Male,gabriel21@adventure-works.com,2021-05-01
11164,374,Torrance,United States,NULL,DevinBrooks,1979-11-02,Male,devin63@adventure-works.com,2021-04-27
11165,348,Oakland,United States,NULL,JocelynAlexander,1979-01-15,Female,jocelyn18@adventure-works.com,2021-05-25
11166,631,Olympia,United States,NULL,AshleyMartinez,1977-10-22,Female,ashley18@adventure-works.com,2021-10-14
11167,618,Issaquah,United States,NULL,JasmineBarnes,1978-01-29,Female,jasmine43@adventure-works.com,2021-01-07
11168,348,Oakland,United States,NULL,DavidRodriguez,1973-11-12,Male,david83@adventure-works.com,2021-01-15
11169,312,Coronado,United States,NULL,BryceRichardson,1973-12-20,Male,bryce8@adventure-works.com,2021-05-26
11170,612,Burien,United States,NULL,CarolHoward,1973-08-04,Female,carol5@adventure-works.com,2021-08-26
11171,385,Woodland Hills,United States,NULL,JonathanHill,1978-10-05,Male,jonathan43@adventure-works.com,2019-08-20
11172,626,Lynnwood,United States,NULL,GabrielleAdams,1973-05-20,Female,gabrielle58@adventure-works.com,2021-05-03
11173,552,W. Linn,United States,NULL,SarahThomas,1973-02-28,Female,sarah13@adventure-works.com,2021-03-02
11174,338,Los Angeles,United States,NULL,NicholasRobinson,1973-01-09,Male,nicholas19@adventure-works.com,2021-07-13
11175,300,Beverly Hills,United States,NULL,LuisWang,1968-09-01,Male,luis24@adventure-works.com,2019-08-28
11176,50,Haney,Canada,NULL,MasonRoberts,1979-01-21,Male,mason25@adventure-works.com,2021-02-02
11177,359,San Diego,United States,NULL,JoseFlores,1948-01-01,Male,jose6@adventure-works.com,2021-03-29
11178,334,Lakewood,United States,NULL,NathanJohnson,1954-08-20,Male,nathan55@adventure-works.com,2021-02-21
11179,300,Beverly Hills,United States,NULL,MollyRodriguez,1959-12-08,Female,molly18@adventure-works.com,2021-03-12
11180,307,Chula Vista,United States,NULL,AprilAnand,1948-07-01,Female,april18@adventure-works.com,2021-03-17
11181,338,Los Angeles,United States,NULL,DevinMartin,1960-02-01,Male,devin13@adventure-works.com,2021-05-07
11182,638,Sedro Woolley,United States,NULL,StephanieTorres,1950-02-22,Female,stephanie19@adventure-works.com,2021-08-28
11183,368,Santa Cruz,United States,NULL,JasmineLee,1950-01-12,Female,jasmine19@adventure-works.com,2021-04-30
11184,311,Concord,United States,NULL,MeghanHernandez,1955-11-13,Female,meghan3@adventure-works.com,2021-08-10
11185,53,Metchosin,Canada,NULL,AshleyHenderson,1950-04-07,Female,ashley31@adventure-works.com,2021-02-21
11186,352,Palo Alto,United States,NULL,SarahPrice,1949-11-18,Female,sarah25@adventure-works.com,2021-10-18
11187,612,Burien,United States,NULL,JenniferCooper,1949-08-21,Female,jennifer63@adventure-works.com,2021-04-03
11188,361,San Gabriel,United States,NULL,CatherineMorris,1950-03-06,Female,catherine16@adventure-works.com,2021-11-01
11189,609,Bellingham,United States,NULL,LawrenceBlanco,1950-01-12,Male,lawrence14@adventure-works.com,2019-08-26
11190,300,Beverly Hills,United States,NULL,CarsonBryant,1949-12-20,Male,carson17@adventure-works.com,2021-08-28
11191,310,Colma,United States,NULL,KristiPerez,1951-06-17,Female,kristi39@adventure-works.com,2019-08-11
11192,637,Seattle,United States,NULL,JamesBrown,1951-03-13,Male,james79@adventure-works.com,2021-06-23
11193,553,Woodburn,United States,NULL,IanGray,1950-08-13,Male,ian72@adventure-works.com,2021-02-25
11194,352,Palo Alto,United States,NULL,JacquelinePrice,1950-12-08,Female,jacqueline0@adventure-works.com,2021-03-13
11195,635,Renton,United States,NULL,MeganHenderson,1951-08-10,Female,megan55@adventure-works.com,2021-04-14
11196,536,Beaverton,United States,NULL,AlfredoRomero,1951-12-05,Male,alfredo10@adventure-works.com,2021-03-03
11197,637,Seattle,United States,NULL,AndreaMorris,1951-12-16,Female,andrea18@adventure-works.com,2021-05-02
11198,368,Santa Cruz,United States,NULL,BrookeSanders,1952-05-25,Female,brooke3@adventure-works.com,2021-02-05
11199,302,Burlingame,United States,NULL,JacquelineBennett,1957-11-02,Female,jacqueline1@adventure-works.com,2021-03-18
11200,69,Victoria,Canada,NULL,JasonGriffin,1953-05-21,Male,jason18@adventure-works.com,2021-02-07
11201,369,Santa Monica,United States,NULL,AmandaFoster,1953-02-14,Female,amanda37@adventure-works.com,2021-07-01
11202,334,Lakewood,United States,NULL,AlexiaPrice,1958-08-22,Female,alexia0@adventure-works.com,2021-09-15
11203,60,Port Hammond,Canada,NULL,LuisDiaz,1959-08-18,Male,luis21@adventure-works.com,2021-02-20
11204,536,Beaverton,United States,NULL,DestinyRivera,1953-11-29,Female,destiny33@adventure-works.com,2021-08-09
11205,612,Burien,United States,NULL,AbbyFernandez,1954-01-21,Female,abby13@adventure-works.com,2021-07-27
11206,626,Lynnwood,United States,NULL,BlakeFlores,1954-03-24,Male,blake60@adventure-works.com,2021-05-11
11207,635,Renton,United States,NULL,DanielleCox,1954-01-16,Female,danielle12@adventure-works.com,2021-01-31
11208,325,Glendale,United States,NULL,MariaReed,1953-08-03,Female,maria4@adventure-works.com,2021-03-04
11209,336,Lincoln Acres,United States,NULL,AllisonEvans,1953-07-12,Female,allison21@adventure-works.com,2021-03-25
11210,383,West Covina,United States,NULL,EdwardWood,1953-12-06,Male,edward50@adventure-works.com,2021-05-06
11211,50,Haney,Canada,NULL,SamanthaRussell,1960-10-08,Female,samantha42@adventure-works.com,2021-02-01
11212,53,Metchosin,Canada,NULL,ChloeCampbell,1955-05-05,Female,chloe4@adventure-works.com,2021-01-30
11213,614,Edmonds,United States,NULL,StephanieMurphy,1954-11-11,Female,stephanie11@adventure-works.com,2021-03-28
11214,545,Milwaukie,United States,NULL,CharlesMiller,1955-05-07,Male,charles9@adventure-works.com,2021-08-14
11215,62,Royal Oak,Canada,NULL,AnaPerry,1961-06-17,Female,ana7@adventure-works.com,2021-02-15
11216,547,Portland,United States,NULL,JasmineTorres,1955-11-17,Female,jasmine32@adventure-works.com,2019-08-15
11217,547,Portland,United States,NULL,NatalieAdams,1955-08-11,Female,natalie58@adventure-works.com,2019-08-10
11218,642,Tacoma,United States,NULL,OliviaBrown,1961-09-07,Female,olivia4@adventure-works.com,2021-02-28
11219,553,Woodburn,United States,NULL,CharlesCook,1956-05-31,Male,charles69@adventure-works.com,2021-10-29
11220,310,Colma,United States,NULL,EricaHuang,1961-02-19,Female,erica5@adventure-works.com,2021-03-14
11221,334,Lakewood,United States,NULL,NathanPerry,1955-12-08,Male,nathan3@adventure-works.com,2021-04-07
11222,369,Santa Monica,United States,NULL,AlexandraRivera,1956-02-14,Female,alexandra11@adventure-works.com,2021-11-01
11223,52,Langley,Canada,NULL,HaileyPatterson,1957-03-15,Female,hailey30@adventure-works.com,2021-01-29
11224,612,Burien,United States,NULL,TiffanyLi,1957-03-05,Female,tiffany3@adventure-works.com,2019-08-07
11225,635,Renton,United States,NULL,MadisonLee,1962-02-12,Female,madison22@adventure-works.com,2021-06-22
11226,552,W. Linn,United States,NULL,SydneyRoss,1962-09-23,Female,sydney26@adventure-works.com,2021-02-21
11227,310,Colma,United States,NULL,MarshallChavez,1962-08-08,Male,marshall35@adventure-works.com,2019-08-03
11228,316,El Cajon,United States,NULL,AshleyJones,1956-10-16,Female,ashley3@adventure-works.com,2021-10-25
11229,355,Redwood City,United States,NULL,AdrianStewart,1957-06-01,Male,adrian21@adventure-works.com,2021-07-27
11230,369,Santa Monica,United States,NULL,AmberTurner,1956-09-30,Female,amber4@adventure-works.com,2021-07-16
11231,611,Bremerton,United States,NULL,DennisZhang,1963-11-11,Male,dennis1@adventure-works.com,2021-02-10
11232,616,Everett,United States,NULL,HaileyBryant,1958-03-27,Female,hailey38@adventure-works.com,2021-09-20
11233,299,Berkeley,United States,NULL,ToddLi,1963-09-06,Male,todd5@adventure-works.com,2021-02-08
11234,337,Long Beach,United States,NULL,AnnaGriffin,1958-05-19,Female,anna46@adventure-works.com,2021-02-08
11235,607,Ballard,United States,NULL,AngelStewart,1957-08-07,Male,angel24@adventure-works.com,2021-07-04
11236,609,Bellingham,United States,NULL,JeremyButler,1957-09-02,Male,jeremy29@adventure-works.com,2021-10-03
11237,161,Solingen,Germany,NULL,ClarenceAnand,1964-03-22,Male,clarence36@adventure-works.com,2019-09-05
11238,232,Birmingham,United Kingdom,NULL,MayraPrasad,1964-02-07,Female,mayra9@adventure-works.com,2019-01-06
11239,249,London,United Kingdom,NULL,LatoyaGoel,1969-10-02,Female,latoya18@adventure-works.com,2019-01-19
11240,273,Watford,United Kingdom,NULL,AnneHernandez,1964-06-09,Female,anne4@adventure-works.com,2019-02-27
11241,211,Les Ulis,France,NULL,LisaCai,1974-04-06,Female,lisa24@adventure-works.com,2020-09-10
11242,209,Versailles,France,NULL,LarryMunoz,1963-05-11,Male,larry9@adventure-works.com,2020-09-19
11243,237,Esher-Molesey,United Kingdom,NULL,RobinAlvarez,1963-04-08,Female,robin2@adventure-works.com,2019-02-21
11244,267,Runcorn,United Kingdom,NULL,AlexisColeman,1968-11-22,Female,alexis28@adventure-works.com,2019-02-12
11245,132,Hamburg,Germany,NULL,RickyVazquez,1962-04-26,Male,ricky15@adventure-works.com,2019-09-26
11246,147,Hamburg,Germany,NULL,LatashaRubio,1962-04-08,Female,latasha21@adventure-works.com,2019-10-03
